name,unit,amount,category,source_external_id,is_canonical,calories,fat,protein,carbs,fiber,sugar,sodium,calcium,iron,magnesium,potassium,phosphorus,cholesterol,trans_fat,saturated_fat,water,omega3,omega6,zinc,vitamin_c,glycemic_load,kcal_per_g,burn_run_10kph_min_per_g,burn_walk_7kph_min_per_g,burn_cycle_15kph_min_per_g,burn_swim_crawl_min_per_g,burn_hike_min_per_g,burn_aerobics_min_per_g,nutrient_source,nutrient_source_ref,nutrient_match_score,data_quality_status,data_quality_flags
دونات کرمی,گرم,100,شیرینی و دسر,120430,true,361,25,6,30,0.8,15,326,24,3.6827,29.9461,201,210,,,,16.76,0.166,1.794,0.98,1.3,18.4,3.61,0.300708,0.556026,0.508093,0.355053,0.420991,0.433373,merged,FoodID:120430|دونات Doughnuts,0.9,verified,
دوپیازه,قاشق غذاخوری,1,سبزیجات,,false,13,0.64,0.2,1.69,0.18,,,,,,,,,,,,,,,,,0.866667,0.072192,0.133487,0.12198,0.085239,0.101069,0.104042,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دوپیازه,لیوان,1,سبزیجات,,false,242,11.86,3.63,31.46,3.39,,,,,,,,,,,,,,,,,1.008333,0.083993,0.155307,0.141919,0.099172,0.11759,0.121048,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دوپیازه,گرم,100,سبزیجات,,true,100,4.9,1.5,13,1.4,,,,,,,,,,,,,,,,,1,0.083299,0.154024,0.140746,0.098353,0.116618,0.120048,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دوپیازه آلو,گرم,100,میوه‌ها,,true,100,2.4,2,18,2.1,2.7,,,,,,,,,,,,,,,,1,0.083299,0.154024,0.140746,0.098353,0.116618,0.120048,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دوپیازه میگو,گرم,100,گوشت و پروتئین,,true,112,2.2,11,12,1.3,1.7,,,,,,,,,,,,,,,,1.12,0.093294,0.172507,0.157635,0.110155,0.130612,0.134454,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دیبیجا,گرم,100,تنقلات,,true,144,7,11,9.3,0.6,4,,,,,,,,,,,,,,,,1.44,0.11995,0.221794,0.202674,0.141628,0.16793,0.172869,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دیزی,قاشق غذاخوری,1,غذاهای ایرانی,,false,56,0.95,4.97,6.06,1.47,,,,,,,,,,,,,,,,,3.733333,0.310982,0.575022,0.525452,0.367183,0.435374,0.448179,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دیزی,پرس,1,غذاهای ایرانی,,false,544,9.18,48.28,58.82,14.28,,,,,,,,,,,,,,,,,2.176,0.181258,0.335156,0.306263,0.214015,0.253761,0.261224,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دیزی,گرم,100,غذاهای ایرانی,,true,160,2.7,14.2,17.3,4.2,,,,,,,,,,,,,,,,,1.6,0.133278,0.246438,0.225194,0.157364,0.186589,0.192077,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دیماج‌(غذای قزوینی),عدد,1,تنقلات,,false,187.8,12.6,3.3,14.46,1.74,,,,,,,,,,,,,,,,,3.756,0.31287,0.578514,0.528642,0.369412,0.438017,0.4509,gymshow,gymshow_foods_nutrition7000.csv,,verified,
دیماج‌(غذای قزوینی),گرم,100,تنقلات,,true,313,21,5.5,24.1,2.9,,,,,,,,,,,,,,,,,3.13,0.260725,0.482095,0.440535,0.307844,0.365015,0.37575,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت / بلال,خوشه، متوسط,1,غلات و حبوبات,41070,false,83.7,1.62,3.06,15.3,2.97,8.0594,,,,,,,,,,,,,,,16.6,0.905,0.075385,0.139392,0.127375,0.089009,0.105539,0.108643,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت / بلال,عدد (90 گرم),1,غلات و حبوبات,41070,false,79.2,1.08,2.88,16.83,2.1749,5.67,2.7,1.8,0.467,27.8491,226.8,82.8,,,,65.556,0.0162,0.5274,0.486,5.58,16.6,0.88,0.073303,0.135541,0.123856,0.08655,0.102624,0.105642,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت / بلال,قاشق غذاخوری (12 گرم),1,غلات و حبوبات,41070,false,10.56,0.14,0.38,2.24,0.29,0.76,0.36,0.24,0.0623,3.7132,30.24,11.04,,,,8.7408,0.0022,0.0703,0.0648,0.744,16.6,0.88,0.073303,0.135541,0.123856,0.08655,0.102624,0.105642,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت / بلال,لیوان,1,غلات و حبوبات,41070,false,143.22,2.77,5.24,26.18,5.08,19.3426,7.2,4.8,1.2454,74.2642,604.8,220.8,,,,174.816,0.0432,1.4064,1.296,14.88,16.6,0.59675,0.049708,0.091914,0.08399,0.058692,0.069592,0.071639,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت / بلال,لیوان (145 گرم),1,غلات و حبوبات,41070,false,127.6,1.74,4.64,27.12,3.504,9.14,4.35,2.9,0.7524,44.8679,365.4,133.4,,,,105.618,0.0261,0.8497,0.783,8.99,16.6,0.88,0.073303,0.135541,0.123856,0.08655,0.102624,0.105642,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت / بلال,کاسه (200 گرم),1,غلات و حبوبات,41070,false,176,2.4,6.4,37.4,4.8331,12.6,6,4,1.0378,61.8868,504,184,,,,145.68,0.036,1.172,1.08,12.4,16.6,0.88,0.073303,0.135541,0.123856,0.08655,0.102624,0.105642,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت / بلال,گرم,100,غلات و حبوبات,41070,true,90.5,1.5,3.3,17.85,3.3,6.3,3,2,0.5189,30.9434,252,92,,,,72.84,0.018,0.586,0.54,6.2,16.6,0.905,0.075385,0.139392,0.127375,0.089009,0.105539,0.108643,merged,FoodID:41070|ذرت بلال Corn maize,0.9,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,عدد (1 گرم),1,رب و سس و روغن,,false,3.46,0.04,0.13,0.78,,0.01,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,قاشق غذاخوری (6 گرم),1,رب و سس و روغن,,false,20.76,0.27,0.77,4.67,,0.05,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,قاشق چای‌خوری (2 گرم),1,رب و سس و روغن,,false,6.92,0.09,0.26,1.56,,0.02,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,لیوان (10 گرم),1,رب و سس و روغن,,false,34.6,0.45,1.29,7.79,,0.09,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,مشت (7 گرم),1,رب و سس و روغن,,false,24.22,0.32,0.9,5.45,,0.06,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,پیمانه (8 گرم),1,رب و سس و روغن,,false,27.68,0.36,1.03,6.23,,0.07,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,کاسه (20 گرم),1,رب و سس و روغن,,false,69.2,0.9,2.58,15.58,,0.18,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا بدون روغن,گرم,100,رب و سس و روغن,,true,346,4.5,12.9,77.9,,0.9,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,عدد (1 گرم),1,رب و سس و روغن,,false,3.46,0.04,0.13,0.78,,0.01,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,قاشق غذاخوری (6 گرم),1,رب و سس و روغن,,false,20.76,0.27,0.77,4.67,,0.05,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,لیوان (10 گرم),1,رب و سس و روغن,,false,34.6,0.45,1.29,7.79,,0.09,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,مشت (7 گرم),1,رب و سس و روغن,,false,24.22,0.32,0.9,5.45,,0.06,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,پیمانه (8 گرم),1,رب و سس و روغن,,false,27.68,0.36,1.03,6.23,,0.07,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,کاسه (20 گرم),1,رب و سس و روغن,,false,69.2,0.9,2.58,15.58,,0.18,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده /  پاپ کرن / پفیلا روغن کم,گرم,100,رب و سس و روغن,,true,346,4.5,12.9,77.9,,0.9,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده / پاپ کرن / پفیلا با روغن,لیوان,1,رب و سس و روغن,,false,40,2.24,0.72,4.64,1.04,,,,,,,,,,,,,,,,,0.166667,0.013883,0.025671,0.023458,0.016392,0.019436,0.020008,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده / پاپ کرن / پفیلا با روغن,گرم,100,رب و سس و روغن,,true,500,28,9,58,13,,,,,,,,,,,,,,,,,5,0.416493,0.770119,0.70373,0.491763,0.58309,0.60024,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده / پاپ کرن / پفیلا بدون روغن,لیوان,1,رب و سس و روغن,,false,31.95,0.21,0.99,6.66,1.17,,,,,,,,,,,,,,,,,0.133125,0.011089,0.020504,0.018737,0.013093,0.015525,0.015981,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده / پاپ کرن / پفیلا بدون روغن,گرم,100,رب و سس و روغن,,true,355,2.3,11,74,13,,,,,,,,,,,,,,,,,3.55,0.29571,0.546785,0.499648,0.349152,0.413994,0.42617,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده / پاپ کرن / پفیلا روغن کم,لیوان,1,رب و سس و روغن,,false,33.75,0.39,0.99,6.66,1.17,,,,,,,,,,,,,,,,,0.140625,0.011714,0.02166,0.019792,0.013831,0.016399,0.016882,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت بو داده / پاپ کرن / پفیلا روغن کم,گرم,100,رب و سس و روغن,,true,375,4.3,11,74,13,,,,,,,,,,,,,,,,,3.75,0.31237,0.57759,0.527797,0.368822,0.437318,0.45018,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت خام (خشک),گرم,100,غلات و حبوبات,,true,365,4.7,9.4,74,7.3,0.6,,,,,,,,,,,,,,,,3.65,0.30404,0.562187,0.513723,0.358987,0.425656,0.438175,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین خشک,قاشق غذاخوری,1,غلات و حبوبات,,false,5.13,0.1,0.19,0.92,0.18,,,,,,,,,,,,,,,,,0.342,0.028488,0.052676,0.048135,0.033637,0.039883,0.041056,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین خشک,قاشق چایخوری,1,غلات و حبوبات,,false,1.71,0.03,0.06,0.31,0.06,,,,,,,,,,,,,,,,,0.342,0.028488,0.052676,0.048135,0.033637,0.039883,0.041056,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین خشک,گرم,100,غلات و حبوبات,,true,342,6.7,12.7,61.5,12.3,,,,,,,,,,,,,,,,,3.42,0.284881,0.526762,0.481351,0.336366,0.398834,0.410564,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین دانه خام,خوشه، متوسط,1,غلات و حبوبات,,false,77.4,1.08,2.88,17.1,2.43,,,,,,,,,,,,,,,,,0.86,0.071637,0.132461,0.121042,0.084583,0.100292,0.103241,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین دانه خام,لیوان,1,غلات و حبوبات,,false,132.44,1.85,4.93,29.26,4.16,,,,,,,,,,,,,,,,,0.551833,0.045967,0.084996,0.077668,0.054274,0.064354,0.066246,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین دانه خام,گرم,100,غلات و حبوبات,,true,86,1.2,3.2,19,2.7,,,,,,,,,,,,,,,,,0.86,0.071637,0.132461,0.121042,0.084583,0.100292,0.103241,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین دانه پخته در آب نمک,خوشه، متوسط,1,نوشیدنی,,false,99.9,2.07,3.78,17.64,3.78,,,,,,,,,,,,,,,,,1.11,0.092461,0.170966,0.156228,0.109171,0.129446,0.133253,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین دانه پخته در آب نمک,لیوان,1,نوشیدنی,,false,170.94,3.54,6.47,30.18,6.47,,,,,,,,,,,,,,,,,0.71225,0.059329,0.109704,0.100246,0.070052,0.083061,0.085504,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین دانه پخته در آب نمک,گرم,100,نوشیدنی,,true,111,2.3,4.2,19.6,4.2,,,,,,,,,,,,,,,,,1.11,0.092461,0.170966,0.156228,0.109171,0.129446,0.133253,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین پخته,قاشق غذاخوری,1,غلات و حبوبات,,false,10.8,0.12,0.23,2.5,0.3,,,,,,,,,,,,,,,,,0.72,0.059975,0.110897,0.101337,0.070814,0.083965,0.086435,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین پخته,لیوان,1,غلات و حبوبات,,false,166.32,1.85,3.54,38.5,4.62,,,,,,,,,,,,,,,,,0.693,0.057726,0.106739,0.097537,0.068158,0.080816,0.083193,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت شیرین پخته,گرم,100,غلات و حبوبات,,true,108,1.2,2.3,25,3,,,,,,,,,,,,,,,,,1.08,0.089963,0.166346,0.152006,0.106221,0.125948,0.129652,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت مکزیکی با پنیر,لیوان,1,غذاهای ایرانی,184110,false,316.4,18.08,11.3,25.99,3.73,11.4431,346.8213,173.7464,1.5566,47.1998,475.3172,262.1371,,,,139.7947,1.2156,12.4974,1.7188,8.3126,,1.318333,0.109815,0.203055,0.18555,0.129662,0.153741,0.158263,merged,FoodID:184110|ذرت مکزیکی,0.9,verified,
ذرت مکزیکی با پنیر,گرم,100,غذاهای ایرانی,184110,true,262.5,16,8,23.5,3.45,5.8,144.5089,72.3943,0.6486,19.6666,198.0488,109.2238,,,,58.2478,0.5065,5.2072,0.7162,3.4636,,2.625,0.218659,0.404313,0.369458,0.258176,0.306122,0.315126,merged,FoodID:184110|ذرت مکزیکی,0.9,verified,
ذرت مکزیکی بدون پنیر,لیوان,1,غذاهای ایرانی,184110,false,169.5,6.78,3.84,22.6,3.73,11.4431,346.8213,173.7464,1.5566,47.1998,475.3172,262.1371,,,,139.7947,1.2156,12.4974,1.7188,8.3126,,0.70625,0.05883,0.108779,0.099402,0.069462,0.082362,0.084784,merged,FoodID:184110|ذرت مکزیکی,0.9,verified,
ذرت مکزیکی بدون پنیر,گرم,100,غذاهای ایرانی,184110,true,150,6,3.4,20,3.3,4.768,144.5089,72.3943,0.6486,19.6666,198.0488,109.2238,,,,58.2478,0.5065,5.2072,0.7162,3.4636,,1.5,0.124948,0.231036,0.211119,0.147529,0.174927,0.180072,merged,FoodID:184110|ذرت مکزیکی,0.9,verified,
ذرت پخته,گرم,100,غلات و حبوبات,,true,96,1.5,3.4,21,2.4,4.5,,,,,,,,,,,,,,,,0.96,0.079967,0.147863,0.135116,0.094418,0.111953,0.115246,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت، خام,لیوان,1,غلات و حبوبات,,false,600.92,1.33,14.44,128.98,11.62,,,,,,,,,,,,,,,,,2.503833,0.208566,0.38565,0.352404,0.246259,0.291992,0.30058,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ذرت، خام,گرم,100,غلات و حبوبات,,true,362,0.8,8.7,77.7,7,,,,,,,,,,,,,,,,,3.62,0.301541,0.557566,0.5095,0.356036,0.422157,0.434574,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راتاتویی,گرم,100,تنقلات,,true,69,4.5,1.1,7,1.5,3,,,,,,,,,,,,,,,,0.69,0.057476,0.106276,0.097115,0.067863,0.080466,0.082833,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راحت الحلقوم,گرم,100,تنقلات,,true,368,6.4,2,76,1.6,66,,,,,,,,,,,,,,,,3.68,0.306539,0.566808,0.517945,0.361938,0.429155,0.441777,gymshow,gymshow_foods_nutrition7000.csv,,verified,
رازیانه خام,گرم,100,سبزیجات,20500,true,31,0.2,1.2,7,3.1,3.9,88,1196,17.0163,383.9892,1694,487,,,,8.81,,1.69,3.7,21,18.8,0.31,0.025823,0.047747,0.043631,0.030489,0.036152,0.037215,merged,FoodID:20500|رازیانه fennel seed,0.9,verified,
راسته گوساله با چربی خام,گرم,100,گوشت و پروتئین,,true,152,7.8,19,0,0,0,,,,,,,,,,,,,,,,1.52,0.126614,0.234116,0.213934,0.149496,0.177259,0.182473,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوساله با چربی پخته,گرم,100,گوشت و پروتئین,,true,252,13,31,0,0,0,,,,,,,,,,,,,,,,2.52,0.209913,0.38814,0.35468,0.247849,0.293878,0.302521,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوساله با چربی کباب شده,گرم,100,گوشت و پروتئین,,true,202,11,25,0,0,0,,,,,,,,,,,,,,,,2.02,0.168263,0.311128,0.284307,0.198672,0.235569,0.242497,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوساله بدون چربی خام,گرم,100,گوشت و پروتئین,,true,110,2.6,20,0,0,0,,,,,,,,,,,,,,,,1.1,0.091628,0.169426,0.154821,0.108188,0.12828,0.132053,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوساله بدون چربی پخته,گرم,100,گوشت و پروتئین,,true,204,6.5,34,0,0,0,,,,,,,,,,,,,,,,2.04,0.169929,0.314209,0.287122,0.200639,0.237901,0.244898,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوساله بدون چربی کباب شده,گرم,100,گوشت و پروتئین,,true,168,6.2,26,0,0,0,,,,,,,,,,,,,,,,1.68,0.139942,0.25876,0.236453,0.165232,0.195918,0.201681,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوسفند با چربی خام,گرم,100,گوشت و پروتئین,,true,310,27,16,0,0,0,,,,,,,,,,,,,,,,3.1,0.258226,0.477474,0.436312,0.304893,0.361516,0.372149,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوسفند با چربی پخته,گرم,100,گوشت و پروتئین,,true,316,23,25,0,0,0,,,,,,,,,,,,,,,,3.16,0.263224,0.486715,0.444757,0.310794,0.368513,0.379352,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوسفند با چربی کباب شده,گرم,100,گوشت و پروتئین,,true,309,24,23,0,0,0,,,,,,,,,,,,,,,,3.09,0.257393,0.475934,0.434905,0.30391,0.36035,0.370948,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوسفند بدون چربی خام,گرم,100,گوشت و پروتئین,,true,143,6,21,0,0,0,,,,,,,,,,,,,,,,1.43,0.119117,0.220254,0.201267,0.140644,0.166764,0.171669,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوسفند بدون چربی پخته,گرم,100,گوشت و پروتئین,,true,216,9.7,30,0,0,0,,,,,,,,,,,,,,,,2.16,0.179925,0.332692,0.304011,0.212442,0.251895,0.259304,gymshow,gymshow_foods_nutrition7000.csv,,verified,
راسته گوسفند بدون چربی کباب شده,گرم,100,گوشت و پروتئین,,true,202,9.7,27,0,0,0,,,,,,,,,,,,,,,,2.02,0.168263,0.311128,0.284307,0.198672,0.235569,0.242497,gymshow,gymshow_foods_nutrition7000.csv,,verified,
رامبوتان,گرم,100,تنقلات,,true,82,0.2,0.7,21,0.9,20,,,,,,,,,,,,,,,,0.82,0.068305,0.1263,0.115412,0.080649,0.095627,0.098439,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک با پوست پخته,گرم,100,تنقلات,,true,217,11,27,0,0,0,,,,,,,,,,,,,,,,2.17,0.180758,0.334232,0.305419,0.213425,0.253061,0.260504,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک با پوست، پخته,عدد,1,تنقلات,,false,199.64,10.49,24.66,0,0,0,,,,,,,,,,,,,,,,3.9928,0.332595,0.614987,0.56197,0.392702,0.465633,0.479328,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک با پوست، پخته,گرم,100,تنقلات,,true,217,11.4,26.8,0,0,0,,,,,,,,,,,,,,,,2.17,0.180758,0.334232,0.305419,0.213425,0.253061,0.260504,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک بدون پوست پخته,گرم,100,تنقلات,,true,178,5.9,29,0,0,0,,,,,,,,,,,,,,,,1.78,0.148272,0.274162,0.250528,0.175068,0.20758,0.213685,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک بدون پوست، پخته,عدد,1,تنقلات,,false,133.5,4.5,21.83,0,0,0,,,,,,,,,,,,,,,,2.67,0.222407,0.411244,0.375792,0.262601,0.31137,0.320528,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک بدون پوست، پخته,فنجان برش خورده,1,تنقلات,,false,309.72,10.44,50.63,0,0,0,,,,,,,,,,,,,,,,2.581,0.214994,0.397536,0.363265,0.253848,0.300991,0.309844,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران اردک بدون پوست، پخته,گرم,100,تنقلات,,true,178,6,29.1,0,0,0,,,,,,,,,,,,,,,,1.78,0.148272,0.274162,0.250528,0.175068,0.20758,0.213685,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران بوقلمون خام,گرم,100,گوشت و پروتئین,,true,144,6.7,20,0,0,0,,,,,,,,,,,,,,,,1.44,0.11995,0.221794,0.202674,0.141628,0.16793,0.172869,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران بوقلمون پخته,گرم,100,گوشت و پروتئین,,true,208,9.8,28,0,0,0,,,,,,,,,,,,,,,,2.08,0.173261,0.32037,0.292752,0.204573,0.242566,0.2497,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران بوقلمون، خام,عدد,1,گوشت و پروتئین,,false,528.48,24.59,71.57,0,0,0,,,,,,,,,,,,,,,,10.5696,0.880433,1.627971,1.487628,1.039548,1.232606,1.26886,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران بوقلمون، خام,گرم,100,گوشت و پروتئین,,true,144,6.7,19.5,0,0,0,,,,,,,,,,,,,,,,1.44,0.11995,0.221794,0.202674,0.141628,0.16793,0.172869,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران بوقلمون، پخته,عدد,1,گوشت و پروتئین,,false,1135.68,53.51,152.33,0,0,0,,,,,,,,,,,,,,,,22.7136,1.892012,3.498437,3.196847,2.233941,2.648816,2.726723,gymshow,gymshow_foods_nutrition7000.csv,,verified,
ران بوقلمون، پخته,گرم,100,گوشت و پروتئین,,true,208,9.8,27.9,0,0,0,,,,,,,,,,,,,,,,2.08,0.173261,0.32037,0.292752,0.204573,0.242566,0.2497,gymshow,gymshow_foods_nutrition7000.csv,,verified,
